Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,260,SUV - SMALL_X_AS6_large,3339,130721850.0,39150.0
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,168,COMPACT_X_A4_small,4934,139878900.0,28350.0
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,163,COMPACT_X_M5_small,5136,145605600.0,28350.0
ACURA,ILX,COMPACT,2.4,4,AM8,Z,189,COMPACT_Z_AM8_medium,3898,139938200.0,35900.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,254,SUV - SMALL_Z_AS9_large,3028,129144200.0,42650.0
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,251,SUV - SMALL_Z_AS9_large,2891,123301150.0,42650.0
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,249,SUV - SMALL_Z_AS6_large,3029,129186850.0,42650.0
ACURA,RLX,MID-SIZE,3.5,6,AS6,Z,235,MID-SIZE_Z_AS6_large,2611,111359150.0,42650.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,180,MID-SIZE_Z_AM7_large,3583,152814950.0,42650.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,196,COMPACT_Z_AM8_medium,4006,143815400.0,35900.0
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,226,COMPACT_Z_AS9_large,3240,138186000.0,42650.0
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,207,MID-SIZE_X_M6_medium,3891,126068400.0,32400.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,223,MID-SIZE_X_AS6_large,3286,128646900.0,39150.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,253,MID-SIZE_X_M6_large,3071,120229650.0,39150.0
HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,177,MID-SIZE_X_AV_medium,4519,146415600.0,32400.0
HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,219,MID-SIZE_X_A6_large,3179,124457850.0,39150.0
HONDA,ACCORD SPORT,MID-SIZE,2.4,4,AV7,X,187,MID-SIZE_X_AV7_medium,4273,138445200.0,32400.0
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,155,COMPACT_X_AV_small,4872,138121200.0,28350.0
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,162,COMPACT_X_AV_medium,4696,143697600.0,30600.0
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,179,COMPACT_X_M6_medium,4801,146910600.0,30600.0
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,157,MID-SIZE_X_AV_small,4597,130324950.0,28350.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,162,MID-SIZE_X_AV_medium,4512,138067200.0,30600.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,176,MID-SIZE_X_M6_medium,4488,137332800.0,30600.0
HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,186,SUV - SMALL_X_AV_medium,4181,135464400.0,32400.0
HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,202,SUV - SMALL_X_AV_medium,3964,128433600.0,32400.0
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,157,TWO-SEATER_X_AV7_small,1985,80094750.0,40350.0
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,169,TWO-SEATER_X_M6_small,1997,80578950.0,40350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,150,STATION WAGON - SMALL_X_AV_small,4687,132876450.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,158,STATION WAGON - SMALL_X_AV7_small,4200,119070000.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,171,STATION WAGON - SMALL_X_M6_small,3453,97892550.0,28350.0
HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,177,SUV - SMALL_X_AV_medium,4141,122987700.0,29700.0
HONDA,HR-V,SUV - SMALL,1.8,4,AV7,X,177,SUV - SMALL_X_AV7_medium,4592,136382400.0,29700.0
HONDA,HR-V,SUV - SMALL,1.8,4,M6,X,193,SUV - SMALL_X_M6_medium,4461,132491700.0,29700.0
HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV,X,190,SUV - SMALL_X_AV_medium,4489,133323300.0,29700.0
HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV7,X,190,SUV - SMALL_X_AV7_medium,4288,127353600.0,29700.0
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,250,MINIVAN_X_A6_large,2662,104217300.0,39150.0
HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,253,SUV - SMALL_X_A6_large,3422,133971300.0,39150.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,265,SUV - SMALL_X_A6_large,3251,127276650.0,39150.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,257,SUV - SMALL_X_AS9_large,2748,107584200.0,39150.0
INFINITI,Q50,MID-SIZE,2.0,4,AS7,Z,214,MID-SIZE_Z_AS7_medium,4121,140526100.0,34100.0
INFINITI,Q50,MID-SIZE,3.0,6,AS7,Z,242,MID-SIZE_Z_AS7_large,2722,109968800.0,40400.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,226,MID-SIZE_Z_AS7_medium,3032,103391200.0,34100.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,249,MID-SIZE_Z_AS7_large,3530,142612000.0,40400.0
INFINITI,Q50S AWD,MID-SIZE,3.0,6,AS7,Z,262,MID-SIZE_Z_AS7_large,3054,123381600.0,40400.0
INFINITI,Q50S RED SPORT,MID-SIZE,3.0,6,AS7,Z,247,MID-SIZE_Z_AS7_large,2861,115584400.0,40400.0
INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Z,256,MID-SIZE_Z_AS7_large,3139,126815600.0,40400.0
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,181,COMPACT_Z_AS7_large,3183,135754950.0,42650.0
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,193,COMPACT_Z_AS7_large,3737,159383050.0,42650.0
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,274,MID-SIZE_Z_AS7_xlarge,2814,122549700.0,43550.0
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,300,MID-SIZE_Z_AS7_performance,2336,125910400.0,53900.0
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,177,MID-SIZE_Z_AS7_large,3301,140787650.0,42650.0
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,279,STATION WAGON - SMALL_Z_AS7_xlarge,2346,102168300.0,43550.0
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,242,SUV - SMALL_Z_AV7_large,2934,125135100.0,42650.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,252,SUV - SMALL_Z_AV7_large,3145,134134250.0,42650.0
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,204,SUV - STANDARD_X_AV7_medium,3145,141053250.0,44850.0
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,301,SUV - SMALL_Z_AS7_xlarge,2526,110007300.0,43550.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,354,SUV - STANDARD_Z_AS7_performance,1191,78486900.0,65900.0
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,132,COMPACT_X_AV_medium,4706,139768200.0,29700.0
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,139,MID-SIZE_X_AV6_medium,4496,147693600.0,32850.0
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,225,MID-SIZE_X_AS6_large,3375,132131250.0,39150.0
LEXUS,GS 200t,MID-SIZE,2.0,4,AS8,Z,212,MID-SIZE_Z_AS8_medium,3785,129068500.0,34100.0
LEXUS,GS 200t F SPORT,MID-SIZE,2.0,4,AS8,Z,227,MID-SIZE_Z_AS8_medium,3418,116553800.0,34100.0
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,237,MID-SIZE_Z_AS8_large,2986,127352900.0,42650.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,254,MID-SIZE_Z_AS6_large,3114,132812100.0,42650.0
LEXUS,GS 350 F SPORT,MID-SIZE,3.5,6,AS8,Z,251,MID-SIZE_Z_AS8_large,3039,129613350.0,42650.0
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,177,MID-SIZE_Z_AV8_large,3633,154947450.0,42650.0
LEXUS,GS F,COMPACT,5.0,8,AS8,Z,293,COMPACT_Z_AS8_xlarge,2595,132864000.0,51200.0
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,322,SUV - STANDARD_Z_AS6_xlarge,1438,88293200.0,61400.0
LEXUS,IS 200t,COMPACT,2.0,4,AS8,Z,212,COMPACT_Z_AS8_medium,4133,140935300.0,34100.0
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,258,COMPACT_Z_AS6_large,3315,141384750.0,42650.0
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,246,COMPACT_Z_AS8_large,3014,128547100.0,42650.0
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,258,COMPACT_Z_AS6_large,3101,132257650.0,42650.0
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,286,MID-SIZE_Z_AS8_xlarge,2391,118115400.0,49400.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,303,MID-SIZE_Z_AS8_xlarge,2229,110112600.0,49400.0
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,303,MID-SIZE_Z_AS8_xlarge,2346,115892400.0,49400.0
LEXUS,LS 600h L,MID-SIZE,5.0,8,AV8,Z,268,MID-SIZE_Z_AV8_xlarge,2831,144947200.0,51200.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,371,SUV - STANDARD_Z_AS8_performance,1576,104567600.0,66350.0
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,225,SUV - SMALL_Z_AS6_medium,3341,113928100.0,34100.0
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,231,SUV - SMALL_Z_AS6_medium,3774,128693400.0,34100.0
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,172,SUV - SMALL_X_AV6_medium,4705,154559250.0,32850.0
LEXUS,RC 200t,SUBCOMPACT,2.0,4,AS8,Z,214,SUBCOMPACT_Z_AS8_medium,3532,120441200.0,34100.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,258,SUBCOMPACT_Z_AS6_large,3039,129613350.0,42650.0
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,246,SUBCOMPACT_Z_AS8_large,3362,143389300.0,42650.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,258,SUBCOMPACT_Z_AS6_large,3023,128930950.0,42650.0
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,289,SUBCOMPACT_Z_AS8_xlarge,2261,115763200.0,51200.0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,251,SUV - SMALL_X_AS8_large,3619,141683850.0,39150.0
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,186,SUV - STANDARD_Z_AV6_large,3043,166299950.0,54650.0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,179,COMPACT_X_AS6_medium,5024,153734400.0,30600.0
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,189,COMPACT_X_AS6_medium,4648,142228800.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,192,SUV - SMALL_X_AS6_medium,4072,124603200.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,190,SUV - SMALL_X_AS6_medium,4703,154493550.0,32850.0
MAZDA,CX-5 (SIL),SUV - SMALL,2.0,4,M6,X,188,SUV - SMALL_X_M6_medium,4196,128397600.0,30600.0
MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,199,SUV - SMALL_X_AS6_medium,4144,126806400.0,30600.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,210,SUV - SMALL_X_AS6_medium,4108,134947800.0,32850.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,162,COMPACT_X_AS6_medium,5155,157743000.0,30600.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,165,COMPACT_X_M6_medium,4951,151500600.0,30600.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,173,COMPACT_X_AS6_medium,4657,152982450.0,32850.0
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,169,COMPACT_X_AS6_medium,4707,154624950.0,32850.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,189,COMPACT_X_M6_medium,4410,144868500.0,32850.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,165,MID-SIZE_X_AS6_medium,4482,137149200.0,30600.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,167,MID-SIZE_X_M6_medium,3693,113005800.0,30600.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,182,MID-SIZE_X_AS6_medium,4020,132057000.0,32850.0
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,170,MID-SIZE_X_AS6_medium,4260,139941000.0,32850.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,190,MID-SIZE_X_M6_medium,3736,122727600.0,32850.0
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,226,MINIVAN_X_AS5_medium,3197,105021450.0,32850.0
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,229,MINIVAN_X_M6_medium,3027,99436950.0,32850.0
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,178,MID-SIZE_X_AS6_medium,4568,150058800.0,32850.0
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,171,MID-SIZE_X_AS6_medium,4584,150584400.0,32850.0
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,188,MID-SIZE_X_M6_medium,3925,128936250.0,32850.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,183,TWO-SEATER_Z_AS6_medium,1887,86990700.0,46100.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,183,TWO-SEATER_Z_M6_medium,1906,87866600.0,46100.0
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,181,COMPACT_X_AV6_medium,4658,142534800.0,30600.0
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,198,COMPACT_X_M5_medium,4042,123685200.0,30600.0
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,204,COMPACT_X_AV6_medium,4646,150530400.0,32400.0
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,217,COMPACT_X_M5_medium,3860,125064000.0,32400.0
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,210,COMPACT_X_AV6_medium,4273,138445200.0,32400.0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,191,STATION WAGON - SMALL_X_AV6_medium,3279,100337400.0,30600.0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,203,STATION WAGON - SMALL_X_M5_medium,3315,101439000.0,30600.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,139,COMPACT_X_AV_small,4993,130317300.0,26100.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,147,COMPACT_X_M5_small,4973,129795300.0,26100.0
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,193,SUV - SMALL_X_AV6_medium,4065,131706000.0,32400.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,207,SUV - SMALL_X_AV6_medium,3934,127461600.0,32400.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,238,SUV - SMALL_Z_AS6_large,3503,141521200.0,40400.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,202,SUV - SMALL_X_AV6_medium,3924,120074400.0,30600.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,214,SUV - SMALL_X_M5_medium,4145,126837000.0,30600.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,X,223,SUV - SMALL_X_AV6_medium,4228,136987200.0,32400.0
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,260,TWO-SEATER_Z_AS7_xlarge,1295,71937250.0,55550.0
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,269,TWO-SEATER_Z_M6_xlarge,1207,67048850.0,55550.0
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,270,TWO-SEATER_Z_AS7_xlarge,1325,73603750.0,55550.0
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,278,TWO-SEATER_Z_M6_xlarge,1645,91379750.0,55550.0
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,176,MID-SIZE_X_AV_medium,4196,137838600.0,32850.0
NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,X,212,MID-SIZE_X_AV7_large,3422,133971300.0,39150.0
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,181,MID-SIZE_X_AV7_medium,4224,138758400.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,285,PICKUP TRUCK - SMALL_X_A5_medium,2333,76639050.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,266,PICKUP TRUCK - SMALL_X_M5_medium,2915,95757750.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,300,PICKUP TRUCK - SMALL_X_A5_xlarge,2296,95054400.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,322,PICKUP TRUCK - SMALL_X_A5_xlarge,1959,81102600.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,313,PICKUP TRUCK - SMALL_X_M6_xlarge,1891,78287400.0,41400.0
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,294,SUBCOMPACT_Z_AM6_xlarge,2215,97460000.0,44000.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,186,STATION WAGON - SMALL_Z_AV7_medium,3500,113050000.0,32300.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,183,STATION WAGON - SMALL_Z_M6_medium,3695,119348500.0,32300.0
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,194,STATION WAGON - SMALL_Z_AV7_medium,3151,101777300.0,32300.0
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,194,STATION WAGON - SMALL_Z_M6_medium,3425,110627500.0,32300.0
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,208,STATION WAGON - SMALL_Z_AV8_medium,2691,86919300.0,32300.0
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,223,MID-SIZE_Z_AV7_large,3036,129485400.0,42650.0
NISSAN,MICRA,COMPACT,1.6,4,A4,X,184,COMPACT_X_A4_medium,4634,133459200.0,28800.0
NISSAN,MICRA,COMPACT,1.6,4,M5,X,182,COMPACT_X_M5_medium,4433,127670400.0,28800.0
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,230,STATION WAGON - MID-SIZE_X_AV7_large,2483,97209450.0,39150.0
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,232,STATION WAGON - MID-SIZE_X_AV7_large,2536,99284400.0,39150.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,220,SPECIAL PURPOSE VEHICLE_X_AV_medium,3230,98838000.0,30600.0
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,245,SUV - SMALL_X_AV_large,3366,131778900.0,39150.0
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,251,SUV - SMALL_X_AV_large,2798,109541700.0,39150.0
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,258,SUV - SMALL_X_AV_large,2763,108171450.0,39150.0
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,194,SUV - SMALL_X_AV_medium,4018,131991300.0,32850.0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,201,SUV - SMALL_X_AV_medium,4220,138627000.0,32850.0
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,167,MID-SIZE_X_AV_medium,3678,109236600.0,29700.0
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,184,MID-SIZE_X_M6_medium,4090,121473000.0,29700.0
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,161,MID-SIZE_X_AV_medium,4326,124588800.0,28800.0
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,179,MID-SIZE_X_M5_medium,4646,133804800.0,28800.0
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,197,MINICOMPACT_Z_AS6_medium,2356,108611600.0,46100.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,224,MINICOMPACT_Z_M6_medium,2102,96902200.0,46100.0
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,222,SUV - SMALL_Z_AV8_medium,3767,128454700.0,34100.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,204,SUV - SMALL_X_AV6_medium,3664,120362400.0,32850.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,227,SUV - SMALL_X_M6_medium,3626,119114100.0,32850.0
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,177,COMPACT_X_AV6_medium,4592,140515200.0,30600.0
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,197,COMPACT_X_M5_medium,4454,136292400.0,30600.0
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,177,STATION WAGON - SMALL_X_AV6_medium,3377,103336200.0,30600.0
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,197,STATION WAGON - SMALL_X_M5_medium,4110,125766000.0,30600.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,185,MID-SIZE_X_AV6_medium,4447,146083950.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,220,MID-SIZE_X_M6_medium,3910,128443500.0,32850.0
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,239,MID-SIZE_X_AV6_xlarge,3316,131313600.0,39600.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,196,SUV - SMALL_X_AV6_medium,4098,134619300.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,228,SUV - SMALL_X_M6_medium,3619,118884150.0,32850.0
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,246,SUV - SMALL_X_AV6_xlarge,3403,134758800.0,39600.0
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,254,COMPACT_Z_AV8_medium,3637,124021700.0,34100.0
SUBARU,WRX,COMPACT,2.0,4,M6,Z,233,COMPACT_Z_M6_medium,3448,117576800.0,34100.0
SUBARU,WRX,COMPACT,2.5,4,M6,Z,285,COMPACT_Z_M6_medium,3283,119337050.0,36350.0
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,191,SUV - SMALL_X_AV6_medium,4262,130417200.0,30600.0
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,214,SUV - SMALL_X_M5_medium,3612,110527200.0,30600.0
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,175,SUV - SMALL_X_AV6_medium,4233,129529800.0,30600.0
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,298,SUV - STANDARD_X_AS5_xlarge,2228,118975200.0,53400.0
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,298,SUV - STANDARD_X_AS5_xlarge,2803,149680200.0,53400.0
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,225,MID-SIZE_X_AS6_large,3580,140157000.0,39150.0
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,192,MID-SIZE_X_AS6_medium,3672,120625200.0,32850.0
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,222,MID-SIZE_X_AS6_large,3589,140509350.0,39150.0
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,134,MID-SIZE_X_AV_medium,4130,135670500.0,32850.0
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,137,MID-SIZE_X_AV_medium,4761,156398850.0,32850.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,179,MID-SIZE_X_A4_medium,4141,122987700.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,171,MID-SIZE_X_AV_medium,4306,127888200.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,166,MID-SIZE_X_AV7_medium,4705,139738500.0,29700.0
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,174,MID-SIZE_X_M6_medium,3981,118235700.0,29700.0
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,160,MID-SIZE_X_AV_medium,4077,121086900.0,29700.0
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,162,MID-SIZE_X_AV_medium,4263,126611100.0,29700.0
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,260,SUV - SMALL_X_AS6_large,3535,138395250.0,39150.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,272,SUV - STANDARD_X_AS6_large,2235,114320250.0,51150.0
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,198,SUV - STANDARD_X_AV6_large,2469,126289350.0,51150.0
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,195,SUV - STANDARD_X_AV6_large,3087,157900050.0,51150.0
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,104,MID-SIZE_X_AV_medium,5057,150192900.0,29700.0
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,111,COMPACT_X_AV_small,5664,160574400.0,28350.0
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,131,STATION WAGON - MID-SIZE_X_AV_medium,3629,107781300.0,29700.0
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,212,SUV - SMALL_X_AS6_medium,3901,128147850.0,32850.0
